Cbench started.
  %   cumulative   self              self     total
 time   seconds   seconds    calls  ms/call  ms/call  name
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc896b9ac0>.ip_header_length
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc896b9ac0>.source_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc896b9ac0>.destination_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc896b9ac0>.vlan_pcp
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc896b9ac0>.ip_type_of_service
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc896b9ac0>.ip_protocol
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc896b9ac0>.source_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc896b9ac0>.destination_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc896b9ac0>.transport_source_port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc896b9ac0>.transport_destination_port
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8b1c58f0>.flags=
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8ba16770>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8ba16770>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8b0a92f0>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8b0a92f0>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8aac1928>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x007fbc8aac1928>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007fbc8bab7030>.wildcards
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8a611b58>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x007fbc8a611b58>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8b7f02c0>.port=
  0.00   514.50      0.00        4     0.00     0.00  #<BinData::Struct:0x007fbc8b7f02c0>.port
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8b189940>.xid=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8b189940>.xid
  0.00   514.50      0.00        8     0.00     0.00  #<BinData::Struct:0x007fbc8b11d678>.match=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8b11d678>.match
  0.00   514.50      0.00       72     0.00     0.14  #<BinData::Struct:0x007fbc8bd92c78>.flags
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8bd72888>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8bd52f38>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8bd186a8>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007fbc8a5e61b0>.wildcards
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8b5b5870>.command=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8b5b5870>.command
  0.00   514.50      0.00        4     0.00     2.50  #<BinData::Struct:0x007fbc8b5089b8>.binary=
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc8b5089b8>.binary
  0.00   514.50      0.00       20     0.00     0.00  #<BinData::Struct:0x007fbc8b308988>.port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x007fbc8b398ec0>.action_length
  0.00   514.50      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x007fbc8b6909e8>.actions
  0.00   514.50      0.00        9     0.00     0.00  #<BinData::Struct:0x007fbc8b51fe38>.flags
  0.00   514.50      0.00       12     0.00     1.67  #<BinData::Struct:0x007fbc8b308988>.port=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8bd92c78>.flags=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8bd72888>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8bd52f38>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8bd186a8>.octets=
  0.00   514.50      0.00        1     0.00    10.00  #<BinData::Struct:0x007fbc8bcc66c8>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b51fe38>.flags=
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc898e8080>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88e822d0>.version
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc89652b68>.message_length
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc896aca50>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc897eebe8>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc88e29180>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc88e29180>.type
  0.00   514.50      0.00        6     0.00     0.00  #<BinData::Struct:0x007fbc8986ef50>.reason
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88be1300>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc89274e38>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc89274e38>.type
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc89274e38>._length
  0.00   514.50      0.00        9     0.00     0.00  #<BinData::Struct:0x007fbc891bbe60>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc892528b0>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc89200fb0>.octets
  0.00   514.50      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x007fbc8935e4c0>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00   514.50      0.00       26     0.00     0.00  #<BinData::Struct:0x0000000343c788>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x0000000372fbe8>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x000000036ccfc0>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x0000000364f750>.ether_type
  0.00   514.50      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88c7c148>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x000000034bf930>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88c7c148>.ip_header_length
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88c7c148>.source_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88c7c148>.destination_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88c7c148>.vlan_pcp
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88c7c148>.ip_type_of_service
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88c7c148>.ip_protocol
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88c7c148>.source_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88c7c148>.destination_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88c7c148>.transport_source_port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88c7c148>.transport_destination_port
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8bb36588>.flags=
  0.00   514.50      0.00       96     0.00     0.00  #<BinData::Struct:0x007fbc8bb36588>.flags
  0.00   514.50      0.00        3     0.00     3.33  #<BinData::Struct:0x007fbc8b9905a8>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8b9905a8>.octets
  0.00   514.50      0.00        3     0.00     6.67  #<BinData::Struct:0x007fbc8b75b6e8>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8b75b6e8>.octets
  0.00   514.50      0.00        3     0.00     3.33  #<BinData::Struct:0x007fbc8b135fe8>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x007fbc8b135fe8>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007fbc8b0e69e8>.wildcards
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8ac02328>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x007fbc8ac02328>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8bcd3c60>.port=
  0.00   514.50      0.00        4     0.00     0.00  #<BinData::Struct:0x007fbc8bcd3c60>.port
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8b9d29f8>.xid=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8b9d29f8>.xid
  0.00   514.50      0.00        8     0.00     2.50  #<BinData::Struct:0x007fbc8b964a20>.match=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8b964a20>.match
  0.00   514.50      0.00       79     0.00     0.00  #<BinData::Struct:0x007fbc8b39bb20>.octets
  0.00   514.50      0.00       72     0.00     0.00  #<BinData::Struct:0x007fbc8b4fea08>.flags
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b4d9af0>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b4b9fc0>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b3e6760>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007fbc8b621bb0>.wildcards
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8ac79ba8>.command=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8ac79ba8>.command
  0.00   514.50      0.00        4     0.00     0.00  #<BinData::Struct:0x007fbc8ab17b48>.binary=
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc8ab17b48>.binary
  0.00   514.50      0.00       20     0.00     0.00  #<BinData::Struct:0x007fbc8a89c8c8>.port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x007fbc8a91b718>.action_length
  0.00   514.50      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x007fbc8bc4df98>.actions
  0.00   514.50      0.00        9     0.00     0.00  #<BinData::Struct:0x007fbc8ab5b898>.flags
  0.00   514.50      0.00       12     0.00     0.00  #<BinData::Struct:0x007fbc8a89c8c8>.port=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b4fea08>.flags=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b4d9af0>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b4b9fc0>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b3e6760>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b39bb20>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8ab5b898>.flags=
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc88fb7b78>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8904b8a0>.version
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc89113530>.message_length
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc88bce8e0>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88c0ccd0>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc88cf68f8>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc88cf68f8>.type
  0.00   514.50      0.00        6     0.00     0.00  #<BinData::Struct:0x0000000348bdd8>.reason
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003563170>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x000000032c9b30>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x000000032c9b30>.type
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x000000032c9b30>._length
  0.00   514.50      0.00        9     0.00     0.00  #<BinData::Struct:0x007fbc8b3b3298>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b04e6c0>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b9b3a08>.octets
  0.00   514.50      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x000000027e9210>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00   514.50      0.00       26     0.00     0.00  #<BinData::Struct:0x007fbc8bcf0720>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b480400>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b3c4db8>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b1f17c0>.ether_type
  0.00   514.50      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8a79ce50>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8bc98548>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8a79ce50>.ip_header_length
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8a79ce50>.source_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8a79ce50>.destination_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8a79ce50>.vlan_pcp
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8a79ce50>.ip_type_of_service
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8a79ce50>.ip_protocol
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8a79ce50>.source_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8a79ce50>.destination_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8a79ce50>.transport_source_port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8a79ce50>.transport_destination_port
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8a5596e8>.flags=
  0.00   514.50      0.00       96     0.00     0.00  #<BinData::Struct:0x007fbc8a5596e8>.flags
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8bd3d3b8>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8bd3d3b8>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8bc15a08>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8b92db10>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x007fbc8b92db10>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007fbc8a6ec960>.wildcards
  0.00   514.50      0.00        3     0.00     6.67  #<BinData::Struct:0x007fbc8b73ae48>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x007fbc8b73ae48>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8b3569f8>.port=
  0.00   514.50      0.00        4     0.00     0.00  #<BinData::Struct:0x007fbc8b3569f8>.port
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8b017378>.xid=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8b017378>.xid
  0.00   514.50      0.00        8     0.00     0.00  #<BinData::Struct:0x007fbc8afb6a50>.match=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8afb6a50>.match
  0.00   514.50      0.00       79     0.00     0.13  #<BinData::Struct:0x007fbc8a8cb7b8>.octets
  0.00   514.50      0.00       72     0.00     0.14  #<BinData::Struct:0x007fbc8aa22698>.flags
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8a9ad898>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8a945b80>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8a906200>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007fbc8ac6df38>.wildcards
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc88eff398>.command=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc88eff398>.command
  0.00   514.50      0.00        4     0.00     0.00  #<BinData::Struct:0x007fbc894bb8e0>.binary=
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc894bb8e0>.binary
  0.00   514.50      0.00       20     0.00     0.00  #<BinData::Struct:0x007fbc894ae528>.port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x007fbc89729988>.action_length
  0.00   514.50      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x007fbc8b2f25c0>.actions
  0.00   514.50      0.00        9     0.00     0.00  #<BinData::Struct:0x007fbc898f49e8>.flags
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8aa22698>.flags=
  0.00   514.50      0.00        1     0.00    10.00  #<BinData::Struct:0x007fbc8a9ad898>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8a945b80>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8a906200>.octets=
  0.00   514.50      0.00        1     0.00    10.00  #<BinData::Struct:0x007fbc8a8cb7b8>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc898f49e8>.flags=
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc8b173f50>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8a9fd9b0>.version
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc8b5288f8>.message_length
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc8ba56988>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8bcd9a98>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc8a79c1d0>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc8a79c1d0>.type
  0.00   514.50      0.00        6     0.00     0.00  #<BinData::Struct:0x007fbc8b1fcf80>.reason
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8bcf3e20>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc8b3c47f0>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc8b3c47f0>.type
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc8b3c47f0>._length
  0.00   514.50      0.00        9     0.00     0.00  #<BinData::Struct:0x007fbc8a51e250>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b270458>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8a81e2e8>.octets
  0.00   514.50      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x007fbc8a7eb5c8>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00   514.50      0.00       26     0.00     0.00  #<BinData::Struct:0x007fbc8b194868>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b65bab8>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b62c8d0>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b600d98>.ether_type
  0.00   514.50      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8b9f4c38>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8b285740>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8b9f4c38>.ip_header_length
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8b9f4c38>.source_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8b9f4c38>.destination_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8b9f4c38>.vlan_pcp
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8b9f4c38>.ip_type_of_service
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8b9f4c38>.ip_protocol
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8b9f4c38>.source_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8b9f4c38>.destination_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8b9f4c38>.transport_source_port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8b9f4c38>.transport_destination_port
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8b4e6200>.flags=
  0.00   514.50      0.00       96     0.00     0.00  #<BinData::Struct:0x007fbc8b4e6200>.flags
  0.00   514.50      0.00        3     0.00     3.33  #<BinData::Struct:0x007fbc8b34dda8>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8b34dda8>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8b244330>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8b244330>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8af29600>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x007fbc8af29600>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007fbc8b622100>.wildcards
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8ad2a2c8>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x007fbc8ad2a2c8>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8a7e2ec8>.port=
  0.00   514.50      0.00        4     0.00     0.00  #<BinData::Struct:0x007fbc8a7e2ec8>.port
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8a6055b0>.xid=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8a6055b0>.xid
  0.00   514.50      0.00        8     0.00     1.25  #<BinData::Struct:0x007fbc8a5dea50>.match=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8a5dea50>.match
  0.00   514.50      0.00       79     0.00     0.00  #<BinData::Struct:0x007fbc89462290>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc897d8028>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc896ad270>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc89513158>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007fbc89737a60>.wildcards
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc88faddf8>.command=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc88faddf8>.command
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc88c7f668>.binary
  0.00   514.50      0.00       20     0.00     0.00  #<BinData::Struct:0x0000000363a2b0>.port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x000000034b59a8>.action_length
  0.00   514.50      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x007fbc8a74ed18>.actions
  0.00   514.50      0.00        9     0.00     0.00  #<BinData::Struct:0x007fbc88ccc558>.flags
  0.00   514.50      0.00       12     0.00     0.83  #<BinData::Struct:0x0000000363a2b0>.port=
  0.00   514.50      0.00        1     0.00    10.00  #<BinData::Struct:0x007fbc89883658>.flags=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc897d8028>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc896ad270>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc89513158>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc89462290>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88ccc558>.flags=
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc8ba3ddc0>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8baa8e18>.version
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc8bb341e8>.message_length
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc8b692b80>.xid
